gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,amount,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,,tickets,theater_count
17126,2020/10/15,2020-12-07~2020-12-13,1,1,9,9,0,0,3740,53270,26955,230,129,4,4,4,280921,70230.25,273917,,24,2
17126,2020/10/15,2020-12-14~2020-12-20,1,1,10,10,0,0,1350,26955,3740,129,24,4,2,4,280921,70230.25,273917,,9,1
17126,2020/10/15,2020-12-21~2020-12-27,1,1,11,,0,0,0,,,,,,,4,280921,70230.25,273917,,0,0
17126,2020/10/15,2020-12-28~2021-01-03,1,1,12,,0,0,0,,,,,,,4,280921,70230.25,273917,,0,0
17126,2020/10/15,2024-07-22~2024-07-28,2,2,1,1,0,0,17940,,,,,,,4,280921,70230.25,273917,,85,4
17126,2020/10/15,2024-07-29~2024-08-04,2,2,2,,0,0,0,,,,,,,4,280921,70230.25,273917,,0,0
17126,2020/10/15,2024-08-05~2024-08-11,2,2,3,,0,0,0,,,,,,,4,280921,70230.25,273917,,0,0
21389,2022/5/31,2022-05-30~2022-06-05,1,1,1,1,0,0,1627162,,,,,,,6,1627162,271193.6666666667,1135447,,6726,55
21389,2022/5/31,2022-06-06~2022-06-12,1,1,2,2,0,0,1135447,,1627162,,6726,,55,6,1627162,271193.6666666667,1135447,,4720,56
21389,2022/5/31,2022-06-13~2022-06-19,1,1,3,3,0,0,415865,1627162,1135447,6726,4720,55,56,6,1627162,271193.6666666667,1135447,,1767,56
21389,2022/5/31,2022-06-20~2022-06-26,1,1,4,4,0,0,119751,1135447,415865,4720,1767,56,56,6,1627162,271193.6666666667,1135447,,510,21
21389,2022/5/31,2022-06-27~2022-07-03,1,1,5,5,0,0,28667,415865,119751,1767,510,56,21,6,1627162,271193.6666666667,1135447,,121,6
21389,2022/5/31,2022-07-04~2022-07-10,1,1,6,6,0,0,5575,119751,28667,510,121,21,6,6,1627162,271193.6666666667,1135447,,23,3
21389,2022/5/31,2022-07-11~2022-07-17,1,1,7,,0,0,0,,,,,,,6,1627162,271193.6666666667,1135447,,0,0
21389,2022/5/31,2022-07-18~2022-07-24,1,1,8,,0,0,0,,,,,,,6,1627162,271193.6666666667,1135447,,0,0
21389,2022/5/31,2025-02-03~2025-02-09,2,2,1,1,0,0,1080,,,,,,,6,1627162,271193.6666666667,1135447,,4,1
21389,2022/5/31,2025-02-10~2025-02-16,2,2,2,2,0,0,740,,1080,,4,,1,6,1627162,271193.6666666667,1135447,,3,2
21389,2022/5/31,2025-02-17~2025-02-23,2,2,3,,0,0,0,,,,,,,6,1627162,271193.6666666667,1135447,,0,0
21389,2022/5/31,2025-02-24~2025-03-02,2,2,4,,0,0,0,,,,,,,6,1627162,271193.6666666667,1135447,,0,0
21389,2022/5/31,2025-09-15~2025-09-21,3,3,1,1,0,0,18830,,,,,,,6,1627162,271193.6666666667,1135447,,68,1
21389,2022/5/31,2025-09-22~2025-09-28,3,3,2,,0,0,0,,,,,,,6,1627162,271193.6666666667,1135447,,0,0
21389,2022/5/31,2025-09-29~2025-10-05,3,3,3,2,0,1,11387,,18830,,68,,1,6,1627162,271193.6666666667,1135447,,41,1
21389,2022/5/31,2025-10-06~2025-10-12,3,3,4,3,1,0,11748,18830,11387,68,41,1,1,6,1627162,271193.6666666667,1135447,,44,1
21930,2022/8/19,2022-08-15~2022-08-21,1,1,1,1,0,0,1075634,,,,,,,3,1075634,358544.6666666667,1106268,,4415,83
21930,2022/8/19,2022-08-22~2022-08-28,1,1,2,2,0,0,1106268,,1075634,,4415,,83,3,1075634,358544.6666666667,1106268,,4542,83
21930,2022/8/19,2022-08-29~2022-09-04,1,1,3,3,0,0,259383,1075634,1106268,4415,4542,83,83,3,1075634,358544.6666666667,1106268,,1057,75
21930,2022/8/19,2022-09-05~2022-09-11,1,1,4,4,0,0,35530,1106268,259383,4542,1057,83,75,3,1075634,358544.6666666667,1106268,,142,45
21930,2022/8/19,2022-09-12~2022-09-18,1,1,5,5,0,0,1055,259383,35530,1057,142,75,45,3,1075634,358544.6666666667,1106268,,4,2
21930,2022/8/19,2022-09-19~2022-09-25,1,1,6,,0,0,0,,,,,,,3,1075634,358544.6666666667,1106268,,0,0
21930,2022/8/19,2022-09-26~2022-10-02,1,1,7,,0,0,0,,,,,,,3,1075634,358544.6666666667,1106268,,0,0
21930,2022/8/19,2022-10-10~2022-10-16,2,2,1,1,0,0,7102,,,,,,,3,1075634,358544.6666666667,1106268,,94,2
21930,2022/8/19,2022-10-17~2022-10-23,2,2,2,2,0,0,18307,,7102,,94,,2,3,1075634,358544.6666666667,1106268,,193,3
21930,2022/8/19,2022-10-24~2022-10-30,2,2,3,3,0,0,15965,7102,18307,94,193,2,3,3,1075634,358544.6666666667,1106268,,144,3
21930,2022/8/19,2022-10-31~2022-11-06,2,2,4,4,0,0,3360,18307,15965,193,144,3,3,3,1075634,358544.6666666667,1106268,,21,1
21930,2022/8/19,2022-11-07~2022-11-13,2,2,5,,0,0,0,,,,,,,3,1075634,358544.6666666667,1106268,,0,0
21930,2022/8/19,2022-11-14~2022-11-20,2,2,6,,0,0,0,,,,,,,3,1075634,358544.6666666667,1106268,,0,0
21930,2022/8/19,2025-09-15~2025-09-21,3,3,1,1,0,0,3318,,,,,,,3,1075634,358544.6666666667,1106268,,12,1
21930,2022/8/19,2025-09-22~2025-09-28,3,3,2,,0,0,0,,,,,,,3,1075634,358544.6666666667,1106268,,0,0
21930,2022/8/19,2025-09-29~2025-10-05,3,3,3,,0,0,0,,,,,,,3,1075634,358544.6666666667,1106268,,0,0
21930,2022/8/19,2025-10-06~2025-10-12,3,3,4,2,0,2,7042,,3318,,12,,1,3,1075634,358544.6666666667,1106268,,28,1
22894,2025/9/19,2025-09-15~2025-09-21,1,1,1,1,0,0,1260067,,,,,,,3,1260067,420022.3333333333,1260067,,4583,25
22894,2025/10/1,2025-09-15~2025-09-21,1,1,2,2,0,0,1260067,,1260067,,4583,,25,3,1260067,420022.3333333333,1260067,,4583,25
22894,2025/9/19,2025-09-22~2025-09-28,1,1,3,3,0,0,1623554,1260067,1260067,4583,4583,25,25,3,1260067,420022.3333333333,1260067,,6093,25
22894,2025/10/1,2025-09-22~2025-09-28,1,1,4,4,0,0,1623554,1260067,1623554,4583,6093,25,25,3,1260067,420022.3333333333,1260067,,6093,25
22894,2025/9/19,2025-09-29~2025-10-05,1,1,5,5,0,0,989335,1623554,1623554,6093,6093,25,25,3,1260067,420022.3333333333,1260067,,3670,25
22894,2025/10/1,2025-09-29~2025-10-05,1,1,6,6,0,0,989335,1623554,989335,6093,3670,25,25,3,1260067,420022.3333333333,1260067,,3670,25
22894,2025/9/19,2025-10-06~2025-10-12,1,1,7,7,0,0,639968,989335,989335,3670,3670,25,25,3,1260067,420022.3333333333,1260067,,2417,18
22894,2025/10/1,2025-10-06~2025-10-12,1,1,8,8,0,0,639968,989335,639968,3670,2417,25,18,3,1260067,420022.3333333333,1260067,,2417,18
