gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,tickets,theater_count,boxoffice_cumsum,boxoffice_round1_cumsum,boxoffice_current_round_cumsum,audience_cumsum,audience_round1_cumsum,audience_current_round_cumsum
29111,2024/12/6,2025-05-19~2025-05-25,1,1,25,25,0,0,581680,765220,2314,3142,13,21,3,2083118,694372.6667,2082839,1369410,5754,31,21366862,21366862,21366862,89909,89909,89909
29111,2024/12/6,2025-05-26~2025-06-01,1,1,26,26,0,0,765220,1369410,3142,5754,21,31,3,2083118,694372.6667,2082839,853630,3420,19,22736272,22736272,22736272,95663,95663,95663
29111,2024/12/6,2025-06-02~2025-06-08,1,1,27,27,0,0,1369410,853630,5754,3420,31,19,3,2083118,694372.6667,2082839,1142210,4731,19,23589902,23589902,23589902,99083,99083,99083
29111,2024/12/6,2025-06-09~2025-06-15,1,1,28,28,0,0,853630,1142210,3420,4731,19,19,3,2083118,694372.6667,2082839,492360,2050,15,24732112,24732112,24732112,103814,103814,103814
29111,2024/12/6,2025-06-16~2025-06-22,1,1,29,29,0,0,1142210,492360,4731,2050,19,15,3,2083118,694372.6667,2082839,382370,1607,9,25224472,25224472,25224472,105864,105864,105864
29111,2024/12/6,2025-06-23~2025-06-29,1,1,30,30,0,0,492360,382370,2050,1607,15,9,3,2083118,694372.6667,2082839,1216590,4984,21,25606842,25606842,25606842,107471,107471,107471
29111,2024/12/6,2025-06-30~2025-07-06,1,1,31,31,0,0,382370,1216590,1607,4984,9,21,3,2083118,694372.6667,2082839,411050,1640,7,26823432,26823432,26823432,112455,112455,112455
29111,2024/12/6,2025-07-07~2025-07-13,1,1,32,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27234482,27234482,27234482,114095,114095,114095
29111,2024/12/6,2025-07-14~2025-07-20,1,1,33,32,0,1,1216590,411050,4984,1640,21,7,3,2083118,694372.6667,2082839,74000,296,2,27234482,27234482,27234482,114095,114095,114095
29111,2024/12/6,2025-07-21~2025-07-27,1,1,34,33,1,0,411050,74000,1640,296,7,2,3,2083118,694372.6667,2082839,78900,303,2,27308482,27308482,27308482,114391,114391,114391
29111,2024/12/6,2025-07-28~2025-08-03,1,1,35,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27387382,27387382,27387382,114694,114694,114694
29111,2024/12/6,2025-08-04~2025-08-10,1,1,36,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27387382,27387382,27387382,114694,114694,114694
29111,2024/12/6,2025-08-11~2025-08-17,1,1,37,34,0,2,74000,78900,296,303,2,2,3,2083118,694372.6667,2082839,63000,252,2,27387382,27387382,27387382,114694,114694,114694
29111,2024/12/6,2025-08-18~2025-08-24,1,1,38,35,2,0,78900,63000,303,252,2,2,3,2083118,694372.6667,2082839,93080,407,5,27450382,27450382,27450382,114946,114946,114946
29111,2024/12/6,2025-08-25~2025-08-31,1,1,39,36,0,0,63000,93080,252,407,2,5,3,2083118,694372.6667,2082839,90760,374,2,27543462,27543462,27543462,115353,115353,115353
29111,2024/12/6,2025-09-01~2025-09-07,1,1,40,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27634222,27634222,27634222,115727,115727,115727
29111,2024/12/6,2025-09-08~2025-09-14,1,1,41,37,0,1,93080,90760,407,374,5,2,3,2083118,694372.6667,2082839,15640,68,1,27634222,27634222,27634222,115727,115727,115727
29111,2024/12/6,2025-09-15~2025-09-21,1,1,42,38,1,0,90760,15640,374,68,2,1,3,2083118,694372.6667,2082839,60610,287,2,27649862,27649862,27649862,115795,115795,115795
29111,2024/12/6,2025-09-22~2025-09-28,1,1,43,39,0,0,15640,60610,68,287,1,2,3,2083118,694372.6667,2082839,47350,240,2,27710472,27710472,27710472,116082,116082,116082
29111,2024/12/6,2025-09-29~2025-10-05,1,1,44,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27757822,27757822,27757822,116322,116322,116322
29111,2024/12/6,2025-10-06~2025-10-12,1,1,45,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27757822,27757822,27757822,116322,116322,116322
29111,2024/12/6,2025-10-13~2025-10-19,1,1,46,40,0,2,60610,47350,287,240,2,2,3,2083118,694372.6667,2082839,143990,589,3,27757822,27757822,27757822,116322,116322,116322
29111,2024/12/6,2025-10-20~2025-10-26,1,1,47,,0,0,,,,,,,3,2083118,694372.6667,2082839,0,0,0,27901812,27901812,27901812,116911,116911,116911
29111,2024/12/6,2025-10-27~2025-11-02,1,1,48,41,2,1,47350,143990,240,589,2,3,3,2083118,694372.6667,2082839,24840,108,2,27901812,27901812,27901812,116911,116911,116911
29378,2025/9/12,2025-09-08~2025-09-14,1,1,1,1,0,0,,,,,,,3,2643087,881029,3264678,2643087,9961,66,0,0,0,0,0,0
29378,2025/9/12,2025-09-15~2025-09-21,1,1,2,2,0,0,,2643087,,9961,,66,3,2643087,881029,3264678,3264678,12711,66,2643087,2643087,2643087,9961,9961,9961
29378,2025/9/12,2025-09-22~2025-09-28,1,1,3,3,0,0,2643087,3264678,9961,12711,66,66,3,2643087,881029,3264678,1522854,5944,66,5907765,5907765,5907765,22672,22672,22672
29378,2025/9/12,2025-09-29~2025-10-05,1,1,4,4,0,0,3264678,1522854,12711,5944,66,66,3,2643087,881029,3264678,1144142,4456,53,7430619,7430619,7430619,28616,28616,28616
29378,2025/9/12,2025-10-06~2025-10-12,1,1,5,5,0,0,1522854,1144142,5944,4456,66,53,3,2643087,881029,3264678,822684,3157,40,8574761,8574761,8574761,33072,33072,33072
29378,2025/9/12,2025-10-13~2025-10-19,1,1,6,6,0,0,1144142,822684,4456,3157,53,40,3,2643087,881029,3264678,385607,1508,28,9397445,9397445,9397445,36229,36229,36229
29378,2025/9/12,2025-10-20~2025-10-26,1,1,7,7,0,0,822684,385607,3157,1508,40,28,3,2643087,881029,3264678,118060,480,22,9783052,9783052,9783052,37737,37737,37737
29378,2025/9/12,2025-10-27~2025-11-02,1,1,8,8,0,0,385607,118060,1508,480,28,22,3,2643087,881029,3264678,58535,243,6,9901112,9901112,9901112,38217,38217,38217
29380,2025/9/19,2025-09-15~2025-09-21,1,1,1,1,0,0,,,,,,,3,1220588,406862.6667,796644,1220588,4654,71,0,0,0,0,0,0
29380,2025/9/19,2025-09-22~2025-09-28,1,1,2,2,0,0,,1220588,,4654,,71,3,1220588,406862.6667,796644,796644,3173,71,1220588,1220588,1220588,4654,4654,4654
29380,2025/9/19,2025-09-29~2025-10-05,1,1,3,3,0,0,1220588,796644,4654,3173,71,71,3,1220588,406862.6667,796644,330969,1295,62,2017232,2017232,2017232,7827,7827,7827
29380,2025/9/19,2025-10-06~2025-10-12,1,1,4,4,0,0,796644,330969,3173,1295,71,62,3,1220588,406862.6667,796644,57998,218,9,2348201,2348201,2348201,9122,9122,9122
29380,2025/9/19,2025-10-13~2025-10-19,1,1,5,5,0,0,330969,57998,1295,218,62,9,3,1220588,406862.6667,796644,10350,40,2,2406199,2406199,2406199,9340,9340,9340
29380,2025/9/19,2025-10-20~2025-10-26,1,1,6,6,0,0,57998,10350,218,40,9,2,3,1220588,406862.6667,796644,1680,7,1,2416549,2416549,2416549,9380,9380,9380
29380,2025/9/19,2025-10-27~2025-11-02,1,1,7,7,0,0,10350,1680,40,7,2,1,3,1220588,406862.6667,796644,35110,197,3,2418229,2418229,2418229,9387,9387,9387
29513,2024/11/29,2024-11-25~2024-12-01,1,1,1,1,0,0,,,,,,,3,1528547,509515.6667,1639381,1528547,6123,78,0,0,0,0,0,0
29513,2024/11/29,2024-12-02~2024-12-08,1,1,2,2,0,0,,1528547,,6123,,78,3,1528547,509515.6667,1639381,1639381,6438,78,1528547,1528547,1528547,6123,6123,6123
29513,2024/11/29,2024-12-09~2024-12-15,1,1,3,3,0,0,1528547,1639381,6123,6438,78,78,3,1528547,509515.6667,1639381,579082,2277,77,3167928,3167928,3167928,12561,12561,12561
29513,2024/11/29,2024-12-16~2024-12-22,1,1,4,4,0,0,1639381,579082,6438,2277,78,77,3,1528547,509515.6667,1639381,151704,613,39,3747010,3747010,3747010,14838,14838,14838
29513,2024/11/29,2024-12-23~2024-12-29,1,1,5,5,0,0,579082,151704,2277,613,77,39,3,1528547,509515.6667,1639381,45877,175,11,3898714,3898714,3898714,15451,15451,15451
29513,2024/11/29,2024-12-30~2025-01-05,1,1,6,6,0,0,151704,45877,613,175,39,11,3,1528547,509515.6667,1639381,24646,84,2,3944591,3944591,3944591,15626,15626,15626
29513,2024/11/29,2025-01-06~2025-01-12,1,1,7,7,0,0,45877,24646,175,84,11,2,3,1528547,509515.6667,1639381,6180,22,1,3969237,3969237,3969237,15710,15710,15710
29513,2024/11/29,2025-01-13~2025-01-19,1,1,8,8,0,0,24646,6180,84,22,2,1,3,1528547,509515.6667,1639381,1360,5,1,3975417,3975417,3975417,15732,15732,15732
29513,2024/11/29,2025-09-15~2025-09-21,2,2,1,1,0,0,,,,,,,3,1528547,509515.6667,1639381,14724,51,1,3976777,3976777,0,15737,15737,0
29513,2024/11/29,2025-09-22~2025-09-28,2,2,2,,0,0,,,,,,,3,1528547,509515.6667,1639381,0,0,0,3991501,3976777,14724,15788,15737,51
29513,2024/11/29,2025-09-29~2025-10-05,2,2,3,2,0,1,,14724,,51,,1,3,1528547,509515.6667,1639381,13822,47,1,3991501,3976777,14724,15788,15737,51
29513,2024/11/29,2025-10-06~2025-10-12,2,2,4,,0,0,,,,,,,3,1528547,509515.6667,1639381,0,0,0,4005323,3976777,28546,15835,15737,98
29513,2024/11/29,2025-10-13~2025-10-19,2,2,5,3,1,1,14724,13822,51,47,1,1,3,1528547,509515.6667,1639381,16960,62,1,4005323,3976777,28546,15835,15737,98
29611,2024/12/25,2024-12-23~2024-12-29,1,1,1,1,0,0,,,,,,,5,1239601,247920.2,1470683,1239601,5084,55,0,0,0,0,0,0
29611,2024/12/25,2024-12-30~2025-01-05,1,1,2,2,0,0,,1239601,,5084,,55,5,1239601,247920.2,1470683,1470683,5887,54,1239601,1239601,1239601,5084,5084,5084
29611,2024/12/25,2025-01-06~2025-01-12,1,1,3,3,0,0,1239601,1470683,5084,5887,55,54,5,1239601,247920.2,1470683,967163,3854,46,2710284,2710284,2710284,10971,10971,10971
29611,2024/12/25,2025-01-13~2025-01-19,1,1,4,4,0,0,1470683,967163,5887,3854,54,46,5,1239601,247920.2,1470683,727055,2956,37,3677447,3677447,3677447,14825,14825,14825
29611,2024/12/25,2025-01-20~2025-01-26,1,1,5,5,0,0,967163,727055,3854,2956,46,37,5,1239601,247920.2,1470683,522227,2044,30,4404502,4404502,4404502,17781,17781,17781
29611,2024/12/25,2025-01-27~2025-02-02,1,1,6,6,0,0,727055,522227,2956,2044,37,30,5,1239601,247920.2,1470683,293229,1171,20,4926729,4926729,4926729,19825,19825,19825
29611,2024/12/25,2025-02-03~2025-02-09,1,1,7,7,0,0,522227,293229,2044,1171,30,20,5,1239601,247920.2,1470683,281873,1160,15,5219958,5219958,5219958,20996,20996,20996
29611,2024/12/25,2025-02-10~2025-02-16,1,1,8,8,0,0,293229,281873,1171,1160,20,15,5,1239601,247920.2,1470683,178623,719,12,5501831,5501831,5501831,22156,22156,22156
29611,2024/12/25,2025-02-17~2025-02-23,1,1,9,9,0,0,281873,178623,1160,719,15,12,5,1239601,247920.2,1470683,120734,491,7,5680454,5680454,5680454,22875,22875,22875
29611,2024/12/25,2025-02-24~2025-03-02,1,1,10,10,0,0,178623,120734,719,491,12,7,5,1239601,247920.2,1470683,126572,536,8,5801188,5801188,5801188,23366,23366,23366
29611,2024/12/25,2025-03-03~2025-03-09,1,1,11,11,0,0,120734,126572,491,536,7,8,5,1239601,247920.2,1470683,135840,561,7,5927760,5927760,5927760,23902,23902,23902
29611,2024/12/25,2025-03-10~2025-03-16,1,1,12,12,0,0,126572,135840,536,561,8,7,5,1239601,247920.2,1470683,85896,335,9,6063600,6063600,6063600,24463,24463,24463
29611,2024/12/25,2025-03-17~2025-03-23,1,1,13,13,0,0,135840,85896,561,335,7,9,5,1239601,247920.2,1470683,171800,698,9,6149496,6149496,6149496,24798,24798,24798
29611,2024/12/25,2025-03-24~2025-03-30,1,1,14,14,0,0,85896,171800,335,698,9,9,5,1239601,247920.2,1470683,401524,1588,8,6321296,6321296,6321296,25496,25496,25496
29611,2024/12/25,2025-03-31~2025-04-06,1,1,15,15,0,0,171800,401524,698,1588,9,8,5,1239601,247920.2,1470683,23460,102,2,6722820,6722820,6722820,27084,27084,27084
29611,2024/12/25,2025-04-07~2025-04-13,1,1,16,16,0,0,401524,23460,1588,102,8,2,5,1239601,247920.2,1470683,93943,397,5,6746280,6746280,6746280,27186,27186,27186
29611,2024/12/25,2025-04-14~2025-04-20,1,1,17,17,0,0,23460,93943,102,397,2,5,5,1239601,247920.2,1470683,187484,698,5,6840223,6840223,6840223,27583,27583,27583
29611,2024/12/25,2025-04-21~2025-04-27,1,1,18,18,0,0,93943,187484,397,698,5,5,5,1239601,247920.2,1470683,273350,1113,7,7027707,7027707,7027707,28281,28281,28281
29611,2024/12/25,2025-04-28~2025-05-04,1,1,19,19,0,0,187484,273350,698,1113,5,7,5,1239601,247920.2,1470683,198720,852,3,7301057,7301057,7301057,29394,29394,29394
29611,2024/12/25,2025-05-05~2025-05-11,1,1,20,,0,0,,,,,,,5,1239601,247920.2,1470683,0,0,0,7499777,7499777,7499777,30246,30246,30246
29611,2024/12/25,2025-05-12~2025-05-18,1,1,21,20,0,1,273350,198720,1113,852,7,3,5,1239601,247920.2,1470683,269150,1121,5,7499777,7499777,7499777,30246,30246,30246
29611,2024/12/25,2025-05-19~2025-05-25,1,1,22,21,1,0,198720,269150,852,1121,3,5,5,1239601,247920.2,1470683,62190,273,3,7768927,7768927,7768927,31367,31367,31367
29611,2024/12/25,2025-05-26~2025-06-01,1,1,23,22,0,0,269150,62190,1121,273,5,3,5,1239601,247920.2,1470683,92850,389,2,7831117,7831117,7831117,31640,31640,31640
29611,2024/12/25,2025-06-02~2025-06-08,1,1,24,23,0,0,62190,92850,273,389,3,2,5,1239601,247920.2,1470683,26700,120,2,7923967,7923967,7923967,32029,32029,32029
29611,2024/12/25,2025-06-09~2025-06-15,1,1,25,24,0,0,92850,26700,389,120,2,2,5,1239601,247920.2,1470683,33150,150,3,7950667,7950667,7950667,32149,32149,32149
29611,2024/12/25,2025-06-16~2025-06-22,1,1,26,25,0,0,26700,33150,120,150,2,3,5,1239601,247920.2,1470683,38180,166,2,7983817,7983817,7983817,32299,32299,32299
29611,2024/12/25,2025-06-23~2025-06-29,1,1,27,26,0,0,33150,38180,150,166,3,2,5,1239601,247920.2,1470683,42000,168,1,8021997,8021997,8021997,32465,32465,32465
29611,2024/12/25,2025-06-30~2025-07-06,1,1,28,27,0,0,38180,42000,166,168,2,1,5,1239601,247920.2,1470683,17920,56,1,8063997,8063997,8063997,32633,32633,32633
29611,2024/12/25,2025-07-07~2025-07-13,1,1,29,28,0,0,42000,17920,168,56,1,1,5,1239601,247920.2,1470683,26600,133,2,8081917,8081917,8081917,32689,32689,32689
29611,2024/12/25,2025-07-14~2025-07-20,1,1,30,29,0,0,17920,26600,56,133,1,2,5,1239601,247920.2,1470683,27350,125,2,8108517,8108517,8108517,32822,32822,32822
29611,2024/12/25,2025-07-21~2025-07-27,1,1,31,30,0,0,26600,27350,133,125,2,2,5,1239601,247920.2,1470683,67950,269,5,8135867,8135867,8135867,32947,32947,32947
29611,2024/12/25,2025-07-28~2025-08-03,1,1,32,31,0,0,27350,67950,125,269,2,5,5,1239601,247920.2,1470683,14260,62,1,8203817,8203817,8203817,33216,33216,33216
29611,2024/12/25,2025-08-04~2025-08-10,1,1,33,32,0,0,67950,14260,269,62,5,1,5,1239601,247920.2,1470683,32830,153,3,8218077,8218077,8218077,33278,33278,33278
29611,2024/12/25,2025-08-11~2025-08-17,1,1,34,33,0,0,14260,32830,62,153,1,3,5,1239601,247920.2,1470683,48000,200,2,8250907,8250907,8250907,33431,33431,33431
29611,2024/12/25,2025-08-18~2025-08-24,1,1,35,34,0,0,32830,48000,153,200,3,2,5,1239601,247920.2,1470683,14040,64,2,8298907,8298907,8298907,33631,33631,33631
29611,2024/12/25,2025-08-25~2025-08-31,1,1,36,,0,0,,,,,,,5,1239601,247920.2,1470683,0,0,0,8312947,8312947,8312947,33695,33695,33695
29611,2024/12/25,2025-09-01~2025-09-07,1,1,37,35,0,1,48000,14040,200,64,2,2,5,1239601,247920.2,1470683,38930,175,2,8312947,8312947,8312947,33695,33695,33695
29611,2024/12/25,2025-09-08~2025-09-14,1,1,38,36,1,0,14040,38930,64,175,2,2,5,1239601,247920.2,1470683,18900,87,2,8351877,8351877,8351877,33870,33870,33870
29611,2024/12/25,2025-09-15~2025-09-21,1,1,39,,0,0,,,,,,,5,1239601,247920.2,1470683,0,0,0,8370777,8370777,8370777,33957,33957,33957
29611,2024/12/25,2025-09-22~2025-09-28,1,1,40,37,0,1,38930,18900,175,87,2,2,5,1239601,247920.2,1470683,36480,156,2,8370777,8370777,8370777,33957,33957,33957
29611,2024/12/25,2025-09-29~2025-10-05,1,1,41,38,1,0,18900,36480,87,156,2,2,5,1239601,247920.2,1470683,10350,45,1,8407257,8407257,8407257,34113,34113,34113
29611,2024/12/25,2025-10-06~2025-10-12,1,1,42,39,0,0,36480,10350,156,45,2,1,5,1239601,247920.2,1470683,28350,117,2,8417607,8417607,8417607,34158,34158,34158
29611,2024/12/25,2025-10-13~2025-10-19,1,1,43,,0,0,,,,,,,5,1239601,247920.2,1470683,0,0,0,8445957,8445957,8445957,34275,34275,34275
29611,2024/12/25,2025-10-20~2025-10-26,1,1,44,40,0,1,10350,28350,45,117,1,2,5,1239601,247920.2,1470683,26200,131,1,8445957,8445957,8445957,34275,34275,34275
29653,2025/1/3,2024-12-30~2025-01-05,1,1,1,1,0,0,,,,,,,3,21897163,7299054.333,23638904,21897163,78761,81,0,0,0,0,0,0
29653,2025/1/3,2025-01-06~2025-01-12,1,1,2,2,0,0,,21897163,,78761,,81,3,21897163,7299054.333,23638904,23638904,84647,84,21897163,21897163,21897163,78761,78761,78761
29653,2025/1/3,2025-01-13~2025-01-19,1,1,3,3,0,0,21897163,23638904,78761,84647,81,84,3,21897163,7299054.333,23638904,20411492,72900,84,45536067,45536067,45536067,163408,163408,163408
29653,2025/1/3,2025-01-20~2025-01-26,1,1,4,4,0,0,23638904,20411492,84647,72900,84,84,3,21897163,7299054.333,23638904,17039781,60947,86,65947559,65947559,65947559,236308,236308,236308
29653,2025/1/3,2025-01-27~2025-02-02,1,1,5,5,0,0,20411492,17039781,72900,60947,84,86,3,21897163,7299054.333,23638904,10402219,36823,86,82987340,82987340,82987340,297255,297255,297255
29653,2025/1/3,2025-02-03~2025-02-09,1,1,6,6,0,0,17039781,10402219,60947,36823,86,86,3,21897163,7299054.333,23638904,8061915,28858,85,93389559,93389559,93389559,334078,334078,334078
29653,2025/1/3,2025-02-10~2025-02-16,1,1,7,7,0,0,10402219,8061915,36823,28858,86,85,3,21897163,7299054.333,23638904,5584329,20060,84,101451474,101451474,101451474,362936,362936,362936
29653,2025/1/3,2025-02-17~2025-02-23,1,1,8,8,0,0,8061915,5584329,28858,20060,85,84,3,21897163,7299054.333,23638904,3034197,11092,83,107035803,107035803,107035803,382996,382996,382996
29653,2025/1/3,2025-02-24~2025-03-02,1,1,9,9,0,0,5584329,3034197,20060,11092,84,83,3,21897163,7299054.333,23638904,8322085,21337,81,110070000,110070000,110070000,394088,394088,394088
29653,2025/1/3,2025-03-03~2025-03-09,1,1,10,10,0,0,3034197,8322085,11092,21337,83,81,3,21897163,7299054.333,23638904,8827042,21309,80,118392085,118392085,118392085,415425,415425,415425
29653,2025/1/3,2025-03-10~2025-03-16,1,1,11,11,0,0,8322085,8827042,21337,21309,81,80,3,21897163,7299054.333,23638904,3781176,8913,60,127219127,127219127,127219127,436734,436734,436734
29653,2025/1/3,2025-03-17~2025-03-23,1,1,12,12,0,0,8827042,3781176,21309,8913,80,60,3,21897163,7299054.333,23638904,3348085,7476,35,131000303,131000303,131000303,445647,445647,445647
29653,2025/1/3,2025-03-24~2025-03-30,1,1,13,13,0,0,3781176,3348085,8913,7476,60,35,3,21897163,7299054.333,23638904,3721128,9264,31,134348388,134348388,134348388,453123,453123,453123
29653,2025/1/3,2025-03-31~2025-04-06,1,1,14,14,0,0,3348085,3721128,7476,9264,35,31,3,21897163,7299054.333,23638904,1430400,2993,16,138069516,138069516,138069516,462387,462387,462387
29653,2025/1/3,2025-04-07~2025-04-13,1,1,15,15,0,0,3721128,1430400,9264,2993,31,16,3,21897163,7299054.333,23638904,1123386,2407,9,139499916,139499916,139499916,465380,465380,465380
29653,2025/1/3,2025-04-14~2025-04-20,1,1,16,16,0,0,1430400,1123386,2993,2407,16,9,3,21897163,7299054.333,23638904,1290725,2651,7,140623302,140623302,140623302,467787,467787,467787
29653,2025/1/3,2025-04-21~2025-04-27,1,1,17,17,0,0,1123386,1290725,2407,2651,9,7,3,21897163,7299054.333,23638904,961545,1996,6,141914027,141914027,141914027,470438,470438,470438
29653,2025/1/3,2025-04-28~2025-05-04,1,1,18,18,0,0,1290725,961545,2651,1996,7,6,3,21897163,7299054.333,23638904,469610,975,4,142875572,142875572,142875572,472434,472434,472434
29653,2025/1/3,2025-05-05~2025-05-11,1,1,19,19,0,0,961545,469610,1996,975,6,4,3,21897163,7299054.333,23638904,637975,1247,5,143345182,143345182,143345182,473409,473409,473409
29653,2025/1/3,2025-05-12~2025-05-18,1,1,20,20,0,0,469610,637975,975,1247,4,5,3,21897163,7299054.333,23638904,190610,365,5,143983157,143983157,143983157,474656,474656,474656
29831,2025/1/17,2025-01-13~2025-01-19,1,1,1,1,0,0,,,,,,,3,1472095,490698.3333,2070696,1472095,5808,77,0,0,0,0,0,0
29831,2025/1/17,2025-01-20~2025-01-26,1,1,2,2,0,0,,1472095,,5808,,77,3,1472095,490698.3333,2070696,2070696,8213,77,1472095,1472095,1472095,5808,5808,5808
29831,2025/1/17,2025-01-27~2025-02-02,1,1,3,3,0,0,1472095,2070696,5808,8213,77,77,3,1472095,490698.3333,2070696,1065539,4140,77,3542791,3542791,3542791,14021,14021,14021
29831,2025/1/17,2025-02-03~2025-02-09,1,1,4,4,0,0,2070696,1065539,8213,4140,77,77,3,1472095,490698.3333,2070696,386441,1474,45,4608330,4608330,4608330,18161,18161,18161
29831,2025/1/17,2025-02-10~2025-02-16,1,1,5,5,0,0,1065539,386441,4140,1474,77,45,3,1472095,490698.3333,2070696,138003,505,18,4994771,4994771,4994771,19635,19635,19635
29831,2025/1/17,2025-02-17~2025-02-23,1,1,6,6,0,0,386441,138003,1474,505,45,18,3,1472095,490698.3333,2070696,64035,240,8,5132774,5132774,5132774,20140,20140,20140
29831,2025/1/17,2025-02-24~2025-03-02,1,1,7,7,0,0,138003,64035,505,240,18,8,3,1472095,490698.3333,2070696,26440,102,7,5196809,5196809,5196809,20380,20380,20380
29831,2025/1/17,2025-03-03~2025-03-09,1,1,8,8,0,0,64035,26440,240,102,8,7,3,1472095,490698.3333,2070696,8480,36,2,5223249,5223249,5223249,20482,20482,20482
29831,2025/1/17,2025-03-10~2025-03-16,1,1,9,9,0,0,26440,8480,102,36,7,2,3,1472095,490698.3333,2070696,1000,6,1,5231729,5231729,5231729,20518,20518,20518
29831,2025/1/17,2025-09-22~2025-09-28,2,2,1,1,0,0,,,,,,,3,1472095,490698.3333,2070696,19611,67,1,5232729,5232729,0,20524,20524,0
29831,2025/1/17,2025-09-29~2025-10-05,2,2,2,2,0,0,,19611,,67,,1,3,1472095,490698.3333,2070696,12726,46,1,5252340,5232729,19611,20591,20524,67
29831,2025/1/17,2025-10-06~2025-10-12,2,2,3,,0,0,,,,,,,3,1472095,490698.3333,2070696,0,0,0,5265066,5232729,32337,20637,20524,113
29831,2025/1/17,2025-10-13~2025-10-19,2,2,4,3,0,1,19611,12726,67,46,1,1,3,1472095,490698.3333,2070696,20190,76,1,5265066,5232729,32337,20637,20524,113
29882,2025/8/29,2025-08-25~2025-08-31,1,1,1,1,0,0,,,,,,,3,2629324,876441.3333,2440679,2629324,10390,80,0,0,0,0,0,0
29882,2025/8/29,2025-09-01~2025-09-07,1,1,2,2,0,0,,2629324,,10390,,80,3,2629324,876441.3333,2440679,2440679,9392,81,2629324,2629324,2629324,10390,10390,10390
29882,2025/8/29,2025-09-08~2025-09-14,1,1,3,3,0,0,2629324,2440679,10390,9392,80,81,3,2629324,876441.3333,2440679,2045706,7844,79,5070003,5070003,5070003,19782,19782,19782
29882,2025/8/29,2025-09-15~2025-09-21,1,1,4,4,0,0,2440679,2045706,9392,7844,81,79,3,2629324,876441.3333,2440679,1095851,4414,53,7115709,7115709,7115709,27626,27626,27626
29882,2025/8/29,2025-09-22~2025-09-28,1,1,5,5,0,0,2045706,1095851,7844,4414,79,53,3,2629324,876441.3333,2440679,714779,2920,38,8211560,8211560,8211560,32040,32040,32040
29882,2025/8/29,2025-09-29~2025-10-05,1,1,6,6,0,0,1095851,714779,4414,2920,53,38,3,2629324,876441.3333,2440679,485815,1965,17,8926339,8926339,8926339,34960,34960,34960
29882,2025/8/29,2025-10-06~2025-10-12,1,1,7,7,0,0,714779,485815,2920,1965,38,17,3,2629324,876441.3333,2440679,114753,438,7,9412154,9412154,9412154,36925,36925,36925
29882,2025/8/29,2025-10-13~2025-10-19,1,1,8,8,0,0,485815,114753,1965,438,17,7,3,2629324,876441.3333,2440679,198080,902,9,9526907,9526907,9526907,37363,37363,37363
29882,2025/8/29,2025-10-20~2025-10-26,1,1,9,9,0,0,114753,198080,438,902,7,9,3,2629324,876441.3333,2440679,134210,541,4,9724987,9724987,9724987,38265,38265,38265
29882,2025/8/29,2025-10-27~2025-11-02,1,1,10,10,0,0,198080,134210,902,541,9,4,3,2629324,876441.3333,2440679,31230,142,3,9859197,9859197,9859197,38806,38806,38806
30021,2025/2/21,2025-02-17~2025-02-23,1,1,1,1,0,0,,,,,,,3,134599,44866.33333,112379,134599,561,13,0,0,0,0,0,0
30021,2025/2/21,2025-02-24~2025-03-02,1,1,2,2,0,0,,134599,,561,,13,3,134599,44866.33333,112379,112379,481,13,134599,134599,134599,561,561,561
30021,2025/2/21,2025-03-03~2025-03-09,1,1,3,3,0,0,134599,112379,561,481,13,13,3,134599,44866.33333,112379,29293,129,6,246978,246978,246978,1042,1042,1042
30021,2025/2/21,2025-03-10~2025-03-16,1,1,4,4,0,0,112379,29293,481,129,13,6,3,134599,44866.33333,112379,16860,70,4,276271,276271,276271,1171,1171,1171
30021,2025/2/21,2025-09-15~2025-09-21,2,2,1,1,0,0,,,,,,,3,134599,44866.33333,112379,27960,105,1,293131,293131,0,1241,1241,0
30021,2025/2/21,2025-09-22~2025-09-28,2,2,2,,0,0,,,,,,,3,134599,44866.33333,112379,0,0,0,321091,293131,27960,1346,1241,105
30021,2025/2/21,2025-09-29~2025-10-05,2,2,3,2,0,1,,27960,,105,,1,3,134599,44866.33333,112379,16141,61,1,321091,293131,27960,1346,1241,105
30021,2025/2/21,2025-10-06~2025-10-12,2,2,4,,0,0,,,,,,,3,134599,44866.33333,112379,0,0,0,337232,293131,44101,1407,1241,166
30021,2025/2/21,2025-10-13~2025-10-19,2,2,5,3,1,1,27960,16141,105,61,1,1,3,134599,44866.33333,112379,17986,64,1,337232,293131,44101,1407,1241,166
