gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_cumsum,boxoffice_round1_cumsum,boxoffice_current_round_cumsum,amount,audience_cumsum,audience_round1_cumsum,audience_current_round_cumsum,,tickets,theater_count
,,,,,,,,,跨輪(票房),首輪(),當輪(),,跨輪(觀眾),首輪(觀眾),當輪(觀眾),,,
31186,2025/7/8,2025-10-20~2025-10-26,1,1,16,15,0,0,87877770,87877770,87877770,14550,299555,299555,299555,,153,2
31186,2025/7/8,2025-10-27~2025-11-02,1,1,17,16,0,0,87892320,87892320,87892320,7275,299708,299708,299708,,97,1
31186,2025/7/8,2025-09-22~2025-09-28,1,1,12,,0,0,0,0,0,0,0,0,0,,0,0
31190,2025/7/18,2025-07-14~2025-07-20,1,1,1,1,0,0,0,0,0,12859821,0,0,0,,49764,86
31190,2025/7/18,2025-07-21~2025-07-27,1,1,2,2,0,0,12859821,12859821,12859821,13994814,49764,49764,49764,,54249,86
31190,2025/7/18,2025-07-28~2025-08-03,1,1,3,3,0,0,26854635,26854635,26854635,11099912,104013,104013,104013,,42722,86
31190,2025/7/18,2025-08-04~2025-08-10,1,1,4,4,0,0,37954547,37954547,37954547,6558904,146735,146735,146735,,25273,85
31190,2025/7/18,2025-08-11~2025-08-17,1,1,5,5,0,0,44513451,44513451,44513451,5607291,172008,172008,172008,,22137,84
31190,2025/7/18,2025-08-18~2025-08-24,1,1,6,6,0,0,50120742,50120742,50120742,3775884,194145,194145,194145,,14994,79
31190,2025/7/18,2025-08-25~2025-08-31,1,1,7,7,0,0,53896626,53896626,53896626,2359863,209139,209139,209139,,9319,58
31190,2025/7/18,2025-09-01~2025-09-07,1,1,8,8,0,0,56256489,56256489,56256489,551981,218458,218458,218458,,1927,32
31190,2025/7/18,2025-09-08~2025-09-14,1,1,9,9,0,0,56808470,56808470,56808470,524995,220385,220385,220385,,2085,24
31190,2025/7/18,2025-09-15~2025-09-21,1,1,10,10,0,0,57333465,57333465,57333465,334898,222470,222470,222470,,1337,23
31190,2025/7/18,2025-09-22~2025-09-28,1,1,11,11,0,0,57668363,57668363,57668363,180298,223807,223807,223807,,672,15
31190,2025/7/18,2025-09-29~2025-10-05,1,1,12,12,0,0,57848661,57848661,57848661,179511,224479,224479,224479,,683,10
31190,2025/7/18,2025-10-06~2025-10-12,1,1,13,13,0,0,58028172,58028172,58028172,108805,225162,225162,225162,,418,7
31190,2025/7/18,2025-10-13~2025-10-19,1,1,14,14,0,0,58136977,58136977,58136977,26745,225580,225580,225580,,103,4
31190,2025/7/18,2025-10-20~2025-10-26,1,1,15,15,0,0,58163722,58163722,58163722,52758,225683,225683,225683,,191,3
31190,2025/7/18,2025-10-27~2025-11-02,1,1,16,16,0,0,58216480,58216480,58216480,18313,225874,225874,225874,,66,3
31191,2025/9/19,2025-09-15~2025-09-21,1,1,1,1,0,0,0,0,0,489419,0,0,0,,1992,68
31191,2025/9/19,2025-09-22~2025-09-28,1,1,2,2,0,0,489419,489419,489419,265281,1992,1992,1992,,1090,68
31191,2025/9/19,2025-09-29~2025-10-05,1,1,3,3,0,0,754700,754700,754700,28875,3082,3082,3082,,127,26
31191,2025/9/19,2025-10-06~2025-10-12,1,1,4,4,0,0,783575,783575,783575,360,3209,3209,3209,,2,1
31201,2025/7/26,2025-07-21~2025-07-27,1,1,1,1,0,0,0,0,0,49320,0,0,0,,140,1
31201,2025/7/26,2025-07-28~2025-08-03,1,1,2,2,0,0,49320,49320,49320,5061501,140,140,140,,19188,91
31201,2025/7/26,2025-08-04~2025-08-10,1,1,3,3,0,0,5110821,5110821,5110821,5426184,19328,19328,19328,,20898,91
31201,2025/7/26,2025-08-11~2025-08-17,1,1,4,4,0,0,10537005,10537005,10537005,3588971,40226,40226,40226,,14085,91
31201,2025/7/26,2025-08-18~2025-08-24,1,1,5,5,0,0,14125976,14125976,14125976,1876806,54311,54311,54311,,7546,84
31201,2025/7/26,2025-08-25~2025-08-31,1,1,6,6,0,0,16002782,16002782,16002782,1125447,61857,61857,61857,,4665,41
31201,2025/7/26,2025-09-01~2025-09-07,1,1,7,7,0,0,17128229,17128229,17128229,64100,66522,66522,66522,,223,15
31201,2025/7/26,2025-09-08~2025-09-14,1,1,8,8,0,0,17192329,17192329,17192329,27003,66745,66745,66745,,117,5
31201,2025/7/26,2025-09-15~2025-09-21,1,1,9,9,0,0,17219332,17219332,17219332,125050,66862,66862,66862,,480,4
31201,2025/7/26,2025-09-22~2025-09-28,1,1,10,10,0,0,17344382,17344382,17344382,52360,67342,67342,67342,,211,3
31201,2025/7/26,2025-09-29~2025-10-05,1,1,11,11,0,0,17396742,17396742,17396742,1100,67553,67553,67553,,4,1
31201,2025/7/26,2025-10-13~2025-10-19,1,1,13,12,0,1,17397842,17397842,17397842,8325,67557,67557,67557,,111,1
31201,2025/7/26,2025-10-20~2025-10-26,1,1,14,13,1,0,17406167,17406167,17406167,21150,67668,67668,67668,,170,2
31201,2025/7/26,2025-10-27~2025-11-02,1,1,15,14,0,0,17427317,17427317,17427317,2175,67838,67838,67838,,29,1
31201,2025/7/26,2025-10-06~2025-10-12,1,1,12,,0,0,0,0,0,0,0,0,0,,0,0
31222,2025/7/20,2025-07-14~2025-07-20,1,1,1,1,0,0,0,0,0,42780,0,0,0,,186,1
31222,2025/7/20,2025-08-04~2025-08-10,1,1,4,2,0,2,42780,42780,42780,55660,186,186,186,,242,1
31222,2025/7/20,2025-08-11~2025-08-17,1,1,5,3,2,0,98440,98440,98440,18480,428,428,428,,88,1
31222,2025/7/20,2025-07-21~2025-07-27,1,1,2,,0,0,0,0,0,0,0,0,0,,0,0
31222,2025/7/20,2025-07-28~2025-08-03,1,1,3,,0,0,0,0,0,0,0,0,0,,0,0
31251,2025/7/18,2025-07-14~2025-07-20,1,1,1,1,0,0,0,0,0,1578156,0,0,0,,6053,82
31251,2025/7/18,2025-07-21~2025-07-27,1,1,2,2,0,0,1578156,1578156,1578156,1430238,6053,6053,6053,,5597,82
31251,2025/7/18,2025-07-28~2025-08-03,1,1,3,3,0,0,3008394,3008394,3008394,753294,11650,11650,11650,,2937,77
31251,2025/7/18,2025-08-04~2025-08-10,1,1,4,4,0,0,3761688,3761688,3761688,201884,14587,14587,14587,,849,33
31251,2025/7/18,2025-08-11~2025-08-17,1,1,5,5,0,0,3963572,3963572,3963572,48870,15436,15436,15436,,224,8
31251,2025/7/18,2025-08-18~2025-08-24,1,1,6,6,0,0,4012442,4012442,4012442,32610,15660,15660,15660,,149,4
31251,2025/7/18,2025-08-25~2025-08-31,1,1,7,7,0,0,4045052,4045052,4045052,75700,15809,15809,15809,,318,4
31251,2025/7/18,2025-09-01~2025-09-07,1,1,8,8,0,0,4120752,4120752,4120752,6300,16127,16127,16127,,30,1
31251,2025/7/18,2025-10-06~2025-10-12,2,2,1,1,0,0,4127052,4127052,0,11250,16157,16157,0,,150,1
31251,2025/7/18,2025-10-13~2025-10-19,2,2,2,2,0,0,4138302,4127052,11250,6000,16307,16157,150,,80,1
31251,2025/7/18,2025-10-20~2025-10-26,2,2,3,3,0,0,4144302,4127052,17250,5325,16387,16157,230,,71,1
31251,2025/7/18,2025-10-27~2025-11-02,2,2,4,4,0,0,4149627,4127052,22575,825,16458,16157,301,,11,1
31301,2025/8/22,2025-08-18~2025-08-24,1,1,1,1,0,0,0,0,0,553942,0,0,0,,2223,23
31301,2025/8/22,2025-08-25~2025-08-31,1,1,2,2,0,0,553942,553942,553942,611002,2223,2223,2223,,2434,23
31301,2025/8/22,2025-09-01~2025-09-07,1,1,3,3,0,0,1164944,1164944,1164944,609277,4657,4657,4657,,2506,19
31301,2025/8/22,2025-09-08~2025-09-14,1,1,4,4,0,0,1774221,1774221,1774221,473960,7163,7163,7163,,1984,16
31301,2025/8/22,2025-09-15~2025-09-21,1,1,5,5,0,0,2248181,2248181,2248181,352439,9147,9147,9147,,1446,14
31301,2025/8/22,2025-09-22~2025-09-28,1,1,6,6,0,0,2600620,2600620,2600620,320038,10593,10593,10593,,1340,11
31301,2025/8/22,2025-09-29~2025-10-05,1,1,7,7,0,0,2920658,2920658,2920658,209950,11933,11933,11933,,971,7
31301,2025/8/22,2025-10-06~2025-10-12,1,1,8,8,0,0,3130608,3130608,3130608,116175,12904,12904,12904,,445,6
31301,2025/8/22,2025-10-13~2025-10-19,1,1,9,9,0,0,3246783,3246783,3246783,89480,13349,13349,13349,,395,5
31301,2025/8/22,2025-10-20~2025-10-26,1,1,10,10,0,0,3336263,3336263,3336263,46940,13744,13744,13744,,210,4
31301,2025/8/22,2025-10-27~2025-11-02,1,1,11,11,0,0,3383203,3383203,3383203,17545,13954,13954,13954,,75,2
31305,2025/9/5,2025-09-01~2025-09-07,1,1,1,1,0,0,0,0,0,60312,0,0,0,,283,11
31305,2025/9/5,2025-09-08~2025-09-14,1,1,2,2,0,0,60312,60312,60312,107319,283,283,283,,510,12
31305,2025/9/5,2025-09-15~2025-09-21,1,1,3,3,0,0,167631,167631,167631,36585,793,793,793,,185,5
31305,2025/9/5,2025-09-22~2025-09-28,1,1,4,4,0,0,204216,204216,204216,22780,978,978,978,,108,3
31305,2025/9/5,2025-09-29~2025-10-05,1,1,5,5,0,0,226996,226996,226996,6930,1086,1086,1086,,34,2
31305,2025/9/5,2025-10-06~2025-10-12,1,1,6,6,0,0,233926,233926,233926,8620,1120,1120,1120,,38,2
31305,2025/9/5,2025-10-13~2025-10-19,1,1,7,7,0,0,242546,242546,242546,2280,1158,1158,1158,,11,1
31305,2025/9/5,2025-10-20~2025-10-26,1,1,8,8,0,0,244826,244826,244826,2980,1169,1169,1169,,16,1
31329,2025/7/21,2025-07-21~2025-07-27,1,1,1,1,0,0,0,0,0,30799172,0,0,0,,111549,96
31329,2025/7/21,2025-07-28~2025-08-03,1,1,2,2,0,0,30799172,30799172,30799172,23640536,111549,111549,111549,,85940,96
31329,2025/7/21,2025-08-04~2025-08-10,1,1,3,3,0,0,54439708,54439708,54439708,12052578,197489,197489,197489,,44198,96
31329,2025/7/21,2025-08-11~2025-08-17,1,1,4,4,0,0,66492286,66492286,66492286,6574595,241687,241687,241687,,23983,94
31329,2025/7/21,2025-08-18~2025-08-24,1,1,5,5,0,0,73066881,73066881,73066881,3182058,265670,265670,265670,,11640,88
31329,2025/7/21,2025-08-25~2025-08-31,1,1,6,6,0,0,76248939,76248939,76248939,1529057,277310,277310,277310,,5478,55
31329,2025/7/21,2025-09-01~2025-09-07,1,1,7,7,0,0,77777996,77777996,77777996,365194,282788,282788,282788,,1309,26
31329,2025/7/21,2025-09-08~2025-09-14,1,1,8,8,0,0,78143190,78143190,78143190,108643,284097,284097,284097,,394,14
31329,2025/7/21,2025-09-15~2025-09-21,1,1,9,9,0,0,78251833,78251833,78251833,48399,284491,284491,284491,,183,6
31329,2025/7/21,2025-09-22~2025-09-28,1,1,10,10,0,0,78300232,78300232,78300232,8800,284674,284674,284674,,33,2
31329,2025/7/21,2025-09-29~2025-10-05,1,1,11,11,0,0,78309032,78309032,78309032,7620,284707,284707,284707,,26,2
31329,2025/7/21,2025-10-13~2025-10-19,1,1,13,12,0,1,78316652,78316652,78316652,9600,284733,284733,284733,,48,1
31329,2025/7/21,2025-10-20~2025-10-26,1,1,14,13,1,0,78326252,78326252,78326252,35400,284781,284781,284781,,246,1
31329,2025/7/21,2025-10-27~2025-11-02,1,1,15,14,0,0,78361652,78361652,78361652,37490,285027,285027,285027,,263,1
31329,2025/7/21,2025-10-06~2025-10-12,1,1,12,,0,0,0,0,0,0,0,0,0,,0,0
31352,2025/7/23,2025-07-21~2025-07-27,1,1,1,1,0,0,0,0,0,37314335,0,0,0,,122662,93
31352,2025/7/23,2025-07-28~2025-08-03,1,1,2,2,0,0,37314335,37314335,37314335,20373334,122662,122662,122662,,68993,93
31352,2025/7/23,2025-08-04~2025-08-10,1,1,3,3,0,0,57687669,57687669,57687669,7757468,191655,191655,191655,,27444,93
31352,2025/7/23,2025-08-11~2025-08-17,1,1,4,4,0,0,65445137,65445137,65445137,3235121,219099,219099,219099,,11765,89
31352,2025/7/23,2025-08-18~2025-08-24,1,1,5,5,0,0,68680258,68680258,68680258,1288434,230864,230864,230864,,4864,78
31352,2025/7/23,2025-08-25~2025-08-31,1,1,6,6,0,0,69968692,69968692,69968692,522157,235728,235728,235728,,1956,40
31352,2025/7/23,2025-09-01~2025-09-07,1,1,7,7,0,0,70490849,70490849,70490849,63224,237684,237684,237684,,221,9
31352,2025/7/23,2025-09-08~2025-09-14,1,1,8,8,0,0,70554073,70554073,70554073,33333,237905,237905,237905,,134,4
31352,2025/7/23,2025-09-15~2025-09-21,1,1,9,9,0,0,70587406,70587406,70587406,660,238039,238039,238039,,2,1
31352,2025/7/23,2025-09-22~2025-09-28,1,1,10,10,0,0,70588066,70588066,70588066,82230,238041,238041,238041,,331,3
31352,2025/7/23,2025-10-13~2025-10-19,1,1,13,11,0,2,70670296,70670296,70670296,34150,238372,238372,238372,,327,2
31352,2025/7/23,2025-10-20~2025-10-26,1,1,14,12,2,0,70704446,70704446,70704446,57065,238699,238699,238699,,530,2
31352,2025/7/23,2025-10-27~2025-11-02,1,1,15,13,0,0,70761511,70761511,70761511,31945,239229,239229,239229,,303,2
31352,2025/7/23,2025-09-29~2025-10-05,1,1,11,,0,0,0,0,0,0,0,0,0,,0,0
31352,2025/7/23,2025-10-06~2025-10-12,1,1,12,,0,0,0,0,0,0,0,0,0,,0,0
31355,2025/8/22,2025-08-18~2025-08-24,1,1,1,1,0,0,0,0,0,15839511,0,0,0,,60050,86
31355,2025/8/22,2025-08-25~2025-08-31,1,1,2,2,0,0,15839511,15839511,15839511,21110142,60050,60050,60050,,79645,86
31355,2025/8/22,2025-09-01~2025-09-07,1,1,3,3,0,0,36949653,36949653,36949653,5480601,139695,139695,139695,,20447,85
31355,2025/8/22,2025-09-08~2025-09-14,1,1,4,4,0,0,42430254,42430254,42430254,3064051,160142,160142,160142,,11463,84
31355,2025/8/22,2025-09-15~2025-09-21,1,1,5,5,0,0,45494305,45494305,45494305,1670536,171605,171605,171605,,6257,82
31355,2025/8/22,2025-09-22~2025-09-28,1,1,6,6,0,0,47164841,47164841,47164841,1216973,177862,177862,177862,,4840,71
31355,2025/8/22,2025-09-29~2025-10-05,1,1,7,7,0,0,48381814,48381814,48381814,1175683,182702,182702,182702,,4716,57
31355,2025/8/22,2025-10-06~2025-10-12,1,1,8,8,0,0,49557497,49557497,49557497,482298,187418,187418,187418,,1859,31
31355,2025/8/22,2025-10-13~2025-10-19,1,1,9,9,0,0,50039795,50039795,50039795,172312,189277,189277,189277,,630,16
31355,2025/8/22,2025-10-20~2025-10-26,1,1,10,10,0,0,50212107,50212107,50212107,214230,189907,189907,189907,,832,15
31355,2025/8/22,2025-10-27~2025-11-02,1,1,11,11,0,0,50426337,50426337,50426337,83376,190739,190739,190739,,320,12
31364,2025/8/8,2025-08-04~2025-08-10,1,1,1,1,0,0,0,0,0,426740,0,0,0,,1261,7
31364,2025/8/8,2025-08-11~2025-08-17,1,1,2,2,0,0,426740,426740,426740,10192343,1261,1261,1261,,37009,82
31364,2025/8/8,2025-08-18~2025-08-24,1,1,3,3,0,0,10619083,10619083,10619083,8233350,38270,38270,38270,,29834,82
31364,2025/8/8,2025-08-25~2025-08-31,1,1,4,4,0,0,18852433,18852433,18852433,4200319,68104,68104,68104,,14979,81
31364,2025/8/8,2025-09-01~2025-09-07,1,1,5,5,0,0,23052752,23052752,23052752,1447946,83083,83083,83083,,5101,72
31364,2025/8/8,2025-09-08~2025-09-14,1,1,6,6,0,0,24500698,24500698,24500698,445147,88184,88184,88184,,1549,39
31364,2025/8/8,2025-09-15~2025-09-21,1,1,7,7,0,0,24945845,24945845,24945845,140677,89733,89733,89733,,500,18
31364,2025/8/8,2025-09-22~2025-09-28,1,1,8,8,0,0,25086522,25086522,25086522,29124,90233,90233,90233,,105,7
31364,2025/8/8,2025-09-29~2025-10-05,1,1,9,9,0,0,25115646,25115646,25115646,21387,90338,90338,90338,,75,2
31364,2025/8/8,2025-10-06~2025-10-12,1,1,10,10,0,0,25137033,25137033,25137033,12656,90413,90413,90413,,43,1
31364,2025/8/8,2025-10-13~2025-10-19,1,1,11,11,0,0,25149689,25149689,25149689,6708,90456,90456,90456,,22,1
31365,2025/8/6,2025-08-04~2025-08-10,1,1,1,1,0,0,0,0,0,176550633,0,0,0,,571473,98
31365,2025/8/6,2025-08-11~2025-08-17,1,1,2,2,0,0,176550633,176550633,176550633,233117423,571473,571473,571473,,739871,98
31365,2025/8/6,2025-08-18~2025-08-24,1,1,3,3,0,0,409668056,409668056,409668056,151719934,1311344,1311344,1311344,,467753,98
31365,2025/8/6,2025-08-25~2025-08-31,1,1,4,4,0,0,561387990,561387990,561387990,101506683,1779097,1779097,1779097,,307447,98
31365,2025/8/6,2025-09-01~2025-09-07,1,1,5,5,0,0,662894673,662894673,662894673,50817508,2086544,2086544,2086544,,148888,96
31365,2025/8/6,2025-09-08~2025-09-14,1,1,6,6,0,0,713712181,713712181,713712181,33377100,2235432,2235432,2235432,,96509,96
31365,2025/8/6,2025-09-15~2025-09-21,1,1,7,7,0,0,747089281,747089281,747089281,25081608,2331941,2331941,2331941,,72971,95
31365,2025/8/6,2025-09-22~2025-09-28,1,1,8,8,0,0,772170889,772170889,772170889,17158224,2404912,2404912,2404912,,54212,95
31365,2025/8/6,2025-09-29~2025-10-05,1,1,9,9,0,0,789329113,789329113,789329113,13043841,2459124,2459124,2459124,,42252,94
31365,2025/8/6,2025-10-06~2025-10-12,1,1,10,10,0,0,802372954,802372954,802372954,10130940,2501376,2501376,2501376,,32638,92
31365,2025/8/6,2025-10-13~2025-10-19,1,1,11,11,0,0,812503894,812503894,812503894,6537048,2534014,2534014,2534014,,20249,90
31365,2025/8/6,2025-10-20~2025-10-26,1,1,12,12,0,0,819040942,819040942,819040942,6048366,2554263,2554263,2554263,,18418,90
31365,2025/8/6,2025-10-27~2025-11-02,1,1,13,13,0,0,825089308,825089308,825089308,6498812,2572681,2572681,2572681,,21082,90
31402,2025/8/23,2025-08-18~2025-08-24,1,1,1,1,0,0,0,0,0,71760,0,0,0,,191,1
31402,2025/8/23,2025-08-25~2025-08-31,1,1,2,2,0,0,71760,71760,71760,3985932,191,191,191,,14425,88
31402,2025/8/23,2025-09-01~2025-09-07,1,1,3,3,0,0,4057692,4057692,4057692,4523100,14616,14616,14616,,16649,88
31402,2025/8/23,2025-09-08~2025-09-14,1,1,4,4,0,0,8580792,8580792,8580792,2212859,31265,31265,31265,,7959,86
31402,2025/8/23,2025-09-15~2025-09-21,1,1,5,5,0,0,10793651,10793651,10793651,1089295,39224,39224,39224,,3835,67
31402,2025/8/23,2025-09-22~2025-09-28,1,1,6,6,0,0,11882946,11882946,11882946,453082,43059,43059,43059,,1576,33
31402,2025/8/23,2025-09-29~2025-10-05,1,1,7,7,0,0,12336028,12336028,12336028,232361,44635,44635,44635,,816,12
31402,2025/8/23,2025-10-06~2025-10-12,1,1,8,8,0,0,12568389,12568389,12568389,111324,45451,45451,45451,,414,7
31402,2025/8/23,2025-10-13~2025-10-19,1,1,9,9,0,0,12679713,12679713,12679713,29680,45865,45865,45865,,119,4
31402,2025/8/23,2025-10-20~2025-10-26,1,1,10,10,0,0,12709393,12709393,12709393,11880,45984,45984,45984,,48,2
31402,2025/8/23,2025-10-27~2025-11-02,1,1,11,11,0,0,12721273,12721273,12721273,3790,46032,46032,46032,,14,1
31474,2025/8/21,2025-08-18~2025-08-24,1,1,1,1,0,0,0,0,0,77145573,0,0,0,,281675,96
31474,2025/8/21,2025-08-25~2025-08-31,1,1,2,2,0,0,77145573,77145573,77145573,62159840,281675,281675,281675,,226258,96
31474,2025/8/21,2025-09-01~2025-09-07,1,1,3,3,0,0,139305413,139305413,139305413,25830051,507933,507933,507933,,94580,95
31474,2025/8/21,2025-09-08~2025-09-14,1,1,4,4,0,0,165135464,165135464,165135464,12250870,602513,602513,602513,,44707,92
31474,2025/8/21,2025-09-15~2025-09-21,1,1,5,5,0,0,177386334,177386334,177386334,5865337,647220,647220,647220,,21562,91
31474,2025/8/21,2025-09-22~2025-09-28,1,1,6,6,0,0,183251671,183251671,183251671,2882058,668782,668782,668782,,10615,88
31474,2025/8/21,2025-09-29~2025-10-05,1,1,7,7,0,0,186133729,186133729,186133729,1331537,679397,679397,679397,,4960,73
31474,2025/8/21,2025-10-06~2025-10-12,1,1,8,8,0,0,187465266,187465266,187465266,640948,684357,684357,684357,,2305,48
31474,2025/8/21,2025-10-13~2025-10-19,1,1,9,9,0,0,188106214,188106214,188106214,191774,686662,686662,686662,,685,17
31474,2025/8/21,2025-10-20~2025-10-26,1,1,10,10,0,0,188297988,188297988,188297988,116625,687347,687347,687347,,417,11
31474,2025/8/21,2025-10-27~2025-11-02,1,1,11,11,0,0,188414613,188414613,188414613,50956,687764,687764,687764,,195,6
31502,2025/9/5,2025-09-01~2025-09-07,1,1,1,1,0,0,0,0,0,396312,0,0,0,,1579,64
31502,2025/9/5,2025-09-08~2025-09-14,1,1,2,2,0,0,396312,396312,396312,254974,1579,1579,1579,,1009,64
31502,2025/9/5,2025-09-15~2025-09-21,1,1,3,3,0,0,651286,651286,651286,30227,2588,2588,2588,,110,24
31502,2025/9/5,2025-09-22~2025-09-28,1,1,4,4,0,0,681513,681513,681513,1130,2698,2698,2698,,6,2
31502,2025/9/5,2025-09-29~2025-10-05,1,1,5,5,0,0,682643,682643,682643,400,2704,2704,2704,,2,1
31502,2025/9/5,2025-10-13~2025-10-19,1,1,7,6,0,1,683043,683043,683043,12350,2706,2706,2706,,65,1
31502,2025/9/5,2025-10-06~2025-10-12,1,1,6,,0,0,0,0,0,0,0,0,0,,0,0
31507,2025/8/15,2025-08-11~2025-08-17,1,1,1,1,0,0,0,0,0,718276,0,0,0,,2856,24
31507,2025/8/15,2025-08-18~2025-08-24,1,1,2,2,0,0,718276,718276,718276,541411,2856,2856,2856,,2124,24
31507,2025/8/15,2025-08-25~2025-08-31,1,1,3,3,0,0,1259687,1259687,1259687,237617,4980,4980,4980,,925,22
31507,2025/8/15,2025-09-01~2025-09-07,1,1,4,4,0,0,1497304,1497304,1497304,33944,5905,5905,5905,,136,8
31507,2025/8/15,2025-09-08~2025-09-14,1,1,5,5,0,0,1531248,1531248,1531248,26540,6041,6041,6041,,110,5
31507,2025/8/15,2025-09-15~2025-09-21,1,1,6,6,0,0,1557788,1557788,1557788,9870,6151,6151,6151,,40,4
31507,2025/8/15,2025-09-22~2025-09-28,1,1,7,7,0,0,1567658,1567658,1567658,1660,6191,6191,6191,,7,1
31507,2025/8/15,2025-09-29~2025-10-05,1,1,8,8,0,0,1569318,1569318,1569318,1570,6198,6198,6198,,5,1
31507,2025/8/15,2025-10-13~2025-10-19,1,1,10,9,0,1,1570888,1570888,1570888,6600,6203,6203,6203,,30,1
31507,2025/8/15,2025-10-20~2025-10-26,1,1,11,10,1,0,1577488,1577488,1577488,12560,6233,6233,6233,,50,2
31507,2025/8/15,2025-10-06~2025-10-12,1,1,9,,0,0,0,0,0,0,0,0,0,,0,0
31520,2025/8/30,2025-08-25~2025-08-31,1,1,1,1,0,0,0,0,0,25300,0,0,0,,115,1
31520,2025/8/30,2025-09-01~2025-09-07,1,1,2,2,0,0,25300,25300,25300,155100,115,115,115,,705,2
31520,2025/8/30,2025-09-08~2025-09-14,1,1,3,3,0,0,180400,180400,180400,1406072,820,820,820,,6198,25
31520,2025/8/30,2025-09-15~2025-09-21,1,1,4,4,0,0,1586472,1586472,1586472,1463221,7018,7018,7018,,6438,25
31520,2025/8/30,2025-09-22~2025-09-28,1,1,5,5,0,0,3049693,3049693,3049693,795255,13456,13456,13456,,3504,25
31520,2025/8/30,2025-09-29~2025-10-05,1,1,6,6,0,0,3844948,3844948,3844948,601289,16960,16960,16960,,2649,21
31520,2025/8/30,2025-10-06~2025-10-12,1,1,7,7,0,0,4446237,4446237,4446237,271679,19609,19609,19609,,1190,16
31520,2025/8/30,2025-10-13~2025-10-19,1,1,8,8,0,0,4717916,4717916,4717916,82040,20799,20799,20799,,363,7
31520,2025/8/30,2025-10-20~2025-10-26,1,1,9,9,0,0,4799956,4799956,4799956,30400,21162,21162,21162,,132,5
31520,2025/8/30,2025-10-27~2025-11-02,1,1,10,10,0,0,4830356,4830356,4830356,47120,21294,21294,21294,,212,5
31523,2025/9/12,2025-09-08~2025-09-14,1,1,1,1,0,0,0,0,0,2172733,0,0,0,,5851,28
31523,2025/9/12,2025-09-15~2025-09-21,1,1,2,2,0,0,2172733,2172733,2172733,1872490,5851,5851,5851,,5366,28
31523,2025/9/12,2025-09-22~2025-09-28,1,1,3,3,0,0,4045223,4045223,4045223,488142,11217,11217,11217,,1484,24
31523,2025/9/12,2025-09-29~2025-10-05,1,1,4,4,0,0,4533365,4533365,4533365,165459,12701,12701,12701,,559,10
31523,2025/9/12,2025-10-06~2025-10-12,1,1,5,5,0,0,4698824,4698824,4698824,52098,13260,13260,13260,,179,4
31523,2025/9/12,2025-10-13~2025-10-19,1,1,6,6,0,0,4750922,4750922,4750922,17085,13439,13439,13439,,62,3
31523,2025/9/12,2025-10-20~2025-10-26,1,1,7,7,0,0,4768007,4768007,4768007,9792,13501,13501,13501,,28,2
31531,2025/9/19,2025-09-15~2025-09-21,1,1,1,1,0,0,0,0,0,1300019,0,0,0,,4825,60
31531,2025/9/19,2025-09-22~2025-09-28,1,1,2,2,0,0,1300019,1300019,1300019,1065255,4825,4825,4825,,4056,60
31531,2025/9/19,2025-09-29~2025-10-05,1,1,3,3,0,0,2365274,2365274,2365274,387169,8881,8881,8881,,1399,56
31531,2025/9/19,2025-10-06~2025-10-12,1,1,4,4,0,0,2752443,2752443,2752443,35375,10280,10280,10280,,133,19
31531,2025/9/19,2025-10-13~2025-10-19,1,1,5,5,0,0,2787818,2787818,2787818,39000,10413,10413,10413,,150,1
31541,2025/9/26,2025-09-22~2025-09-28,1,1,1,1,0,0,0,0,0,764525,0,0,0,,3006,7
31541,2025/9/26,2025-09-29~2025-10-05,1,1,2,2,0,0,764525,764525,764525,636653,3006,3006,3006,,2427,7
31541,2025/9/26,2025-10-06~2025-10-12,1,1,3,3,0,0,1401178,1401178,1401178,345356,5433,5433,5433,,1317,7
31541,2025/9/26,2025-10-13~2025-10-19,1,1,4,4,0,0,1746534,1746534,1746534,126161,6750,6750,6750,,485,7
31541,2025/9/26,2025-10-20~2025-10-26,1,1,5,5,0,0,1872695,1872695,1872695,65292,7235,7235,7235,,263,7
31541,2025/9/26,2025-10-27~2025-11-02,1,1,6,6,0,0,1937987,1937987,1937987,216183,7498,7498,7498,,415,5
31547,2025/8/18,2025-08-18~2025-08-24,1,1,1,1,0,0,0,0,0,3796318,0,0,0,,14002,81
31547,2025/8/18,2025-08-25~2025-08-31,1,1,2,2,0,0,3796318,3796318,3796318,3705833,14002,14002,14002,,13815,81
31547,2025/8/18,2025-09-01~2025-09-07,1,1,3,3,0,0,7502151,7502151,7502151,1188000,27817,27817,27817,,4325,80
31547,2025/8/18,2025-09-08~2025-09-14,1,1,4,4,0,0,8690151,8690151,8690151,536830,32142,32142,32142,,1920,57
31547,2025/8/18,2025-09-15~2025-09-21,1,1,5,5,0,0,9226981,9226981,9226981,258416,34062,34062,34062,,988,24
31547,2025/8/18,2025-09-22~2025-09-28,1,1,6,6,0,0,9485397,9485397,9485397,78718,35050,35050,35050,,310,9
31547,2025/8/18,2025-09-29~2025-10-05,1,1,7,7,0,0,9564115,9564115,9564115,40117,35360,35360,35360,,183,2
31547,2025/8/18,2025-10-06~2025-10-12,1,1,8,8,0,0,9604232,9604232,9604232,2033,35543,35543,35543,,7,1
