gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,tickets,theater_count,boxoffice_cumsum,boxoffice_round1_cumsum,boxoffice_current_round_cumsum,audience_cumsum,audience_round1_cumsum,audience_current_round_cumsum,release_year,release_month,ticket_price_avg_current,region,publisher,film_length,is_restricted
15169,2019-12-27,2020-02-10~2020-02-16,1,1,8,8.0,0,0,96750.0,34930.0,444.0,157.0,10.0,4.0,3,759698.0,253232.66666666663,1495701.0,14055.0,61.0,2,3871008.0,3871008.0,3871008.0,17078,17078,17078,2019,12,225,,,,
15169,2019-12-27,2020-02-17~2020-02-23,1,1,9,9.0,0,0,34930.0,14055.0,157.0,61.0,4.0,2.0,3,759698.0,253232.66666666663,1495701.0,8790.0,36.0,1,3885063.0,3885063.0,3885063.0,17139,17139,17139,2019,12,225,,,,
15169,2019-12-27,2020-02-24~2020-03-01,1,1,10,10.0,0,0,14055.0,8790.0,61.0,36.0,2.0,1.0,3,759698.0,253232.66666666663,1495701.0,3080.0,12.0,1,3893853.0,3893853.0,3893853.0,17175,17175,17175,2019,12,225,,,,
15169,2019-12-27,2020-04-13~2020-04-19,2,2,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666663,1495701.0,69437.0,273.0,13,3896933.0,3896933.0,0.0,17187,17187,0,2019,12,130,,,,
15169,2019-12-27,2020-04-20~2020-04-26,2,2,2,2.0,0,0,,69437.0,,273.0,,13.0,3,759698.0,253232.66666666663,1495701.0,106137.0,420.0,13,3966370.0,3896933.0,69437.0,17460,17187,273,2019,12,130,,,,
15169,2019-12-27,2020-04-27~2020-05-03,2,2,3,3.0,0,0,69437.0,106137.0,273.0,420.0,13.0,13.0,3,759698.0,253232.66666666663,1495701.0,42136.0,161.0,10,4072507.0,3896933.0,175574.0,17880,17187,693,2019,12,130,,,,
15169,2019-12-27,2020-05-04~2020-05-10,2,2,4,4.0,0,0,106137.0,42136.0,420.0,161.0,13.0,10.0,3,759698.0,253232.66666666663,1495701.0,18165.0,79.0,4,4114643.0,3896933.0,217710.0,18041,17187,854,2019,12,130,,,,
15169,2019-12-27,2020-05-11~2020-05-17,2,2,5,5.0,0,0,42136.0,18165.0,161.0,79.0,10.0,4.0,3,759698.0,253232.66666666663,1495701.0,17040.0,75.0,3,4132808.0,3896933.0,235875.0,18120,17187,933,2019,12,130,,,,
15169,2019-12-27,2020-05-18~2020-05-24,2,2,6,6.0,0,0,18165.0,17040.0,79.0,75.0,4.0,3.0,3,759698.0,253232.66666666663,1495701.0,10405.0,49.0,2,4149848.0,3896933.0,252915.0,18195,17187,1008,2019,12,130,,,,
15169,2019-12-27,2020-05-25~2020-05-31,2,2,7,7.0,0,0,17040.0,10405.0,75.0,49.0,3.0,2.0,3,759698.0,253232.66666666663,1495701.0,4045.0,21.0,1,4160253.0,3896933.0,263320.0,18244,17187,1057,2019,12,130,,,,
15169,2019-12-27,2020-06-01~2020-06-07,2,2,8,8.0,0,0,10405.0,4045.0,49.0,21.0,2.0,1.0,3,759698.0,253232.66666666663,1495701.0,2585.0,13.0,1,4164298.0,3896933.0,267365.0,18265,17187,1078,2019,12,130,,,,
15169,2019-12-27,2020-08-03~2020-08-09,3,3,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666663,1495701.0,14665.0,274.0,2,4166883.0,3896933.0,0.0,18278,17187,0,2019,12,130,,,,
15169,2019-12-27,2020-08-10~2020-08-16,3,3,2,2.0,0,0,,14665.0,,274.0,,2.0,3,759698.0,253232.66666666663,1495701.0,15380.0,291.0,2,4181548.0,3896933.0,14665.0,18552,17187,274,2019,12,130,,,,
15169,2019-12-27,2020-08-17~2020-08-23,3,3,3,3.0,0,0,14665.0,15380.0,274.0,291.0,2.0,2.0,3,759698.0,253232.66666666663,1495701.0,15525.0,299.0,2,4196928.0,3896933.0,30045.0,18843,17187,565,2019,12,130,,,,
15169,2019-12-27,2020-08-24~2020-08-30,3,3,4,4.0,0,0,15380.0,15525.0,291.0,299.0,2.0,2.0,3,759698.0,253232.66666666663,1495701.0,41590.0,766.0,3,4212453.0,3896933.0,45570.0,19142,17187,864,2019,12,130,,,,
15169,2019-12-27,2020-08-31~2020-09-06,3,3,5,5.0,0,0,15525.0,41590.0,299.0,766.0,2.0,3.0,3,759698.0,253232.66666666663,1495701.0,33340.0,430.0,1,4254043.0,3896933.0,87160.0,19908,17187,1630,2019,12,130,,,,
15169,2019-12-27,2020-09-07~2020-09-13,3,3,6,6.0,0,0,41590.0,33340.0,766.0,430.0,3.0,1.0,3,759698.0,253232.66666666663,1495701.0,26030.0,281.0,1,4287383.0,3896933.0,120500.0,20338,17187,2060,2019,12,130,,,,
15169,2019-12-27,2020-09-14~2020-09-20,3,3,7,7.0,0,0,33340.0,26030.0,430.0,281.0,1.0,1.0,3,759698.0,253232.66666666663,1495701.0,11910.0,138.0,1,4313413.0,3896933.0,146530.0,20619,17187,2341,2019,12,130,,,,
15169,2019-12-27,2025-01-20~2025-01-26,4,4,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666663,1495701.0,84164.0,335.0,14,4325323.0,3896933.0,0.0,20757,17187,0,2019,12,252,,,,
15169,2019-12-27,2025-01-27~2025-02-02,4,4,2,2.0,0,0,,84164.0,,335.0,,14.0,3,759698.0,253232.66666666663,1495701.0,125890.0,518.0,14,4409487.0,3896933.0,84164.0,21092,17187,335,2019,12,252,,,,
15169,2019-12-27,2025-02-03~2025-02-09,4,4,3,3.0,0,0,84164.0,125890.0,335.0,518.0,14.0,14.0,3,759698.0,253232.66666666663,1495701.0,90562.0,374.0,12,4535377.0,3896933.0,210054.0,21610,17187,853,2019,12,252,,,,
15169,2019-12-27,2025-02-10~2025-02-16,4,4,4,4.0,0,0,125890.0,90562.0,518.0,374.0,14.0,12.0,3,759698.0,253232.66666666663,1495701.0,38248.0,165.0,8,4625939.0,3896933.0,300616.0,21984,17187,1227,2019,12,252,,,,
15169,2019-12-27,2025-02-17~2025-02-23,4,4,5,5.0,0,0,90562.0,38248.0,374.0,165.0,12.0,8.0,3,759698.0,253232.66666666663,1495701.0,18050.0,79.0,2,4664187.0,3896933.0,338864.0,22149,17187,1392,2019,12,252,,,,
17126,2020-10-15,2020-10-12~2020-10-18,1,1,1,1.0,0,0,,,,,,,4,280921.0,70230.25,273917.0,280921.0,1236.0,15,0.0,0.0,0.0,0,0,0,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-10-19~2020-10-25,1,1,2,2.0,0,0,,280921.0,,1236.0,,15.0,4,280921.0,70230.25,273917.0,273917.0,1205.0,15,280921.0,280921.0,280921.0,1236,1236,1236,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-10-26~2020-11-01,1,1,3,3.0,0,0,280921.0,273917.0,1236.0,1205.0,15.0,15.0,4,280921.0,70230.25,273917.0,130775.0,560.0,14,554838.0,554838.0,554838.0,2441,2441,2441,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-11-02~2020-11-08,1,1,4,4.0,0,0,273917.0,130775.0,1205.0,560.0,15.0,14.0,4,280921.0,70230.25,273917.0,68680.0,286.0,6,685613.0,685613.0,685613.0,3001,3001,3001,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-11-09~2020-11-15,1,1,5,5.0,0,0,130775.0,68680.0,560.0,286.0,14.0,6.0,4,280921.0,70230.25,273917.0,57405.0,246.0,5,754293.0,754293.0,754293.0,3287,3287,3287,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-11-16~2020-11-22,1,1,6,6.0,0,0,68680.0,57405.0,286.0,246.0,6.0,5.0,4,280921.0,70230.25,273917.0,46600.0,198.0,4,811698.0,811698.0,811698.0,3533,3533,3533,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-11-23~2020-11-29,1,1,7,7.0,0,0,57405.0,46600.0,246.0,198.0,5.0,4.0,4,280921.0,70230.25,273917.0,53270.0,230.0,4,858298.0,858298.0,858298.0,3731,3731,3731,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-11-30~2020-12-06,1,1,8,8.0,0,0,46600.0,53270.0,198.0,230.0,4.0,4.0,4,280921.0,70230.25,273917.0,26955.0,129.0,4,911568.0,911568.0,911568.0,3961,3961,3961,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-12-07~2020-12-13,1,1,9,9.0,0,0,53270.0,26955.0,230.0,129.0,4.0,4.0,4,280921.0,70230.25,273917.0,3740.0,24.0,2,938523.0,938523.0,938523.0,4090,4090,4090,2020,10,225,香港,光年映畫有限公司,118.0,0.0
17126,2020-10-15,2020-12-14~2020-12-20,1,1,10,10.0,0,0,26955.0,3740.0,129.0,24.0,4.0,2.0,4,280921.0,70230.25,273917.0,1350.0,9.0,1,942263.0,942263.0,942263.0,4114,4114,4114,2020,10,225,香港,光年映畫有限公司,118.0,0.0
20828,2022-04-13,2022-04-11~2022-04-17,1,1,1,1.0,0,0,,,,,,,5,90310.0,18062.0,12035294.0,90310.0,305.0,2,0.0,0.0,0.0,0,0,0,2022,4,312,,,,
20828,2022-04-13,2022-04-18~2022-04-24,1,1,2,2.0,0,0,,90310.0,,305.0,,2.0,5,90310.0,18062.0,12035294.0,12035294.0,49083.0,87,90310.0,90310.0,90310.0,305,305,305,2022,4,312,,,,
20828,2022-04-13,2022-04-25~2022-05-01,1,1,3,3.0,0,0,90310.0,12035294.0,305.0,49083.0,2.0,87.0,5,90310.0,18062.0,12035294.0,22422911.0,91047.0,90,12125604.0,12125604.0,12125604.0,49388,49388,49388,2022,4,312,,,,
20828,2022-04-13,2022-05-02~2022-05-08,1,1,4,4.0,0,0,12035294.0,22422911.0,49083.0,91047.0,87.0,90.0,5,90310.0,18062.0,12035294.0,11371333.0,45933.0,90,34548515.0,34548515.0,34548515.0,140435,140435,140435,2022,4,312,,,,
20828,2022-04-13,2022-05-09~2022-05-15,1,1,5,5.0,0,0,22422911.0,11371333.0,91047.0,45933.0,90.0,90.0,5,90310.0,18062.0,12035294.0,7796192.0,31259.0,89,45919848.0,45919848.0,45919848.0,186368,186368,186368,2022,4,312,,,,
20828,2022-04-13,2022-05-16~2022-05-22,1,1,6,6.0,0,0,11371333.0,7796192.0,45933.0,31259.0,90.0,89.0,5,90310.0,18062.0,12035294.0,5384229.0,21586.0,90,53716040.0,53716040.0,53716040.0,217627,217627,217627,2022,4,312,,,,
20828,2022-04-13,2022-05-23~2022-05-29,1,1,7,7.0,0,0,7796192.0,5384229.0,31259.0,21586.0,89.0,90.0,5,90310.0,18062.0,12035294.0,3394004.0,13459.0,89,59100269.0,59100269.0,59100269.0,239213,239213,239213,2022,4,312,,,,
20828,2022-04-13,2022-05-30~2022-06-05,1,1,8,8.0,0,0,5384229.0,3394004.0,21586.0,13459.0,90.0,89.0,5,90310.0,18062.0,12035294.0,2726917.0,10884.0,86,62494273.0,62494273.0,62494273.0,252672,252672,252672,2022,4,312,,,,
20828,2022-04-13,2022-06-06~2022-06-12,1,1,9,9.0,0,0,3394004.0,2726917.0,13459.0,10884.0,89.0,86.0,5,90310.0,18062.0,12035294.0,1203812.0,4817.0,82,65221190.0,65221190.0,65221190.0,263556,263556,263556,2022,4,312,,,,
20828,2022-04-13,2022-06-13~2022-06-19,1,1,10,10.0,0,0,2726917.0,1203812.0,10884.0,4817.0,86.0,82.0,5,90310.0,18062.0,12035294.0,618745.0,2496.0,52,66425002.0,66425002.0,66425002.0,268373,268373,268373,2022,4,312,,,,
20828,2022-04-13,2022-06-20~2022-06-26,1,1,11,11.0,0,0,1203812.0,618745.0,4817.0,2496.0,82.0,52.0,5,90310.0,18062.0,12035294.0,331775.0,1321.0,25,67043747.0,67043747.0,67043747.0,270869,270869,270869,2022,4,312,,,,
20828,2022-04-13,2022-06-27~2022-07-03,1,1,12,12.0,0,0,618745.0,331775.0,2496.0,1321.0,52.0,25.0,5,90310.0,18062.0,12035294.0,182367.0,723.0,11,67375522.0,67375522.0,67375522.0,272190,272190,272190,2022,4,312,,,,
20828,2022-04-13,2022-07-04~2022-07-10,1,1,13,13.0,0,0,331775.0,182367.0,1321.0,723.0,25.0,11.0,5,90310.0,18062.0,12035294.0,98955.0,394.0,6,67557889.0,67557889.0,67557889.0,272913,272913,272913,2022,4,312,,,,
20828,2022-04-13,2022-07-11~2022-07-17,1,1,14,14.0,0,0,182367.0,98955.0,723.0,394.0,11.0,6.0,5,90310.0,18062.0,12035294.0,54920.0,219.0,3,67656844.0,67656844.0,67656844.0,273307,273307,273307,2022,4,312,,,,
20828,2022-04-13,2022-07-18~2022-07-24,1,1,15,15.0,0,0,98955.0,54920.0,394.0,219.0,6.0,3.0,5,90310.0,18062.0,12035294.0,38020.0,153.0,2,67711764.0,67711764.0,67711764.0,273526,273526,273526,2022,4,312,,,,
20828,2022-04-13,2022-07-25~2022-07-31,1,1,16,16.0,0,0,54920.0,38020.0,219.0,153.0,3.0,2.0,5,90310.0,18062.0,12035294.0,39031.0,435.0,3,67749784.0,67749784.0,67749784.0,273679,273679,273679,2022,4,312,,,,
20828,2022-04-13,2022-08-01~2022-08-07,1,1,17,17.0,0,0,38020.0,39031.0,153.0,435.0,2.0,3.0,5,90310.0,18062.0,12035294.0,38056.0,483.0,3,67788815.0,67788815.0,67788815.0,274114,274114,274114,2022,4,312,,,,
20828,2022-04-13,2022-08-08~2022-08-14,1,1,18,18.0,0,0,39031.0,38056.0,435.0,483.0,3.0,3.0,5,90310.0,18062.0,12035294.0,33397.0,364.0,3,67826871.0,67826871.0,67826871.0,274597,274597,274597,2022,4,312,,,,
